Fecha,Marca,Net_Revenue,Status,Cluster,Client_ID,Tier,City,Economic_Index,Luxury_Hype,Modelo,Material,Color,Estado_General,Año_Fabricacion,Has_Box,Has_Papers,Antiguedad
2024-02-07 14:20:00.765372,Louis Vuitton,2039.0,Completed,Standard,CL-106080,VIC (Top 1%),Marbella,0.9749258825526343,0.6,Alma BB,Epi Leather,Azul Marino,A - Excelente,2018,True,False,6
2024-02-07 14:20:00.765372,Louis Vuitton,5604.0,Completed,Standard,CL-968303,VIC (Top 1%),Marbella,0.9749258825526343,0.6,Capucines BB,Taurillon,Craie,A - Excelente,2018,False,False,6
2024-02-07 14:20:00.765372,Fendi,4852.0,Completed,Standard,CL-337215,VIC (Top 1%),Palma,0.9749258825526343,0.6,Peekaboo ISeeU Small,Selleria,Etoupe,AB - Muy bueno,2022,True,True,2
2024-02-08 14:20:00.765372,Louis Vuitton,5612.0,Completed,Standard,CL-301180,VIC (Top 1%),Alcobendas,1.005024691980268,0.6,Capucines BB,Taurillon,Gris Asfalto,A - Excelente,2021,True,True,3
2024-02-08 14:20:00.765372,Prada,1382.0,Completed,Standard,CL-374175,VIC (Top 1%),Marbella,1.005024691980268,0.6,Re-Edition 2005,Re-Nylon,Verde,B - Buen estado,2023,False,False,1
2024-02-10 14:20:00.765372,Louis Vuitton,1609.0,Completed,Standard,CL-428578,VIC (Top 1%),Marbella,1.025505291711723,0.6,Speedy 25 Bandoulière,Damier Ebene,Verde,B - Buen estado,2018,True,True,6
2024-02-11 14:20:00.765372,Prada,4267.0,Completed,Standard,CL-563908,Gold (Recurrente),Alcorcón,1.0239785232149188,0.6,Galleria Saffiano Small,Saffiano,Gris Asfalto,A - Excelente,2024,True,False,0
2024-02-12 14:20:00.765372,Louis Vuitton,5384.0,Completed,Standard,CL-401993,VIC (Top 1%),Marbella,1.0142883514025476,0.6,Capucines BB,Taurillon,Etoupe,B - Buen estado,2020,True,False,4
2024-02-12 14:20:00.765372,Louis Vuitton,2803.0,Completed,Standard,CL-939142,VIC (Top 1%),Marbella,1.0142883514025476,0.6,Pochette Métis,Monogram Reverse,Craie,A - Excelente,2023,False,False,1
2024-02-12 14:20:00.765372,Fendi,2842.0,Completed,Standard,CL-482521,Gold (Recurrente),Madrid,1.0142883514025476,0.6,Baguette 1997,Zucca Canvas,Beige Trench,A - Excelente,2022,False,False,2
2024-02-12 14:20:00.765372,Louis Vuitton,5880.0,Completed,Standard,CL-774026,VIC (Top 1%),Palma,1.0142883514025476,0.6,Capucines BB,Taurillon,Craie,A - Excelente,2018,False,False,6
2024-02-13 14:20:00.765372,Celine,3672.0,Completed,Standard,CL-453076,Gold (Recurrente),Oleiros,1.0457324373350678,0.6,Triomphe Classique,Shiny Calf,Azul Marino,AB - Muy bueno,2021,False,True,3
2024-02-14 14:20:00.765372,Louis Vuitton,1541.0,Completed,Standard,CL-529762,VIC (Top 1%),Marbella,1.060456954010626,0.6120086739307391,Neverfull MM,Monogram,Verde,B - Buen estado,2021,True,True,3
2024-02-14 14:20:00.765372,Fendi,5324.0,Completed,Standard,CL-965080,VIC (Top 1%),Marbella,1.060456954010626,0.6120086739307391,Peekaboo ISeeU Small,Selleria,Azul Marino,A - Excelente,2021,True,True,3
2024-02-15 14:20:00.765372,Fendi,3532.0,Completed,Standard,CL-575381,Gold (Recurrente),Altea,1.027640690510249,0.6,Fendi First Small,Nappa,Beige Trench,AB - Muy bueno,2019,True,False,5
2024-02-15 14:20:00.765372,Louis Vuitton,1467.0,Completed,Standard,CL-983770,VIC (Top 1%),Palma,1.027640690510249,0.6,Speedy 25 Bandoulière,Damier Ebene,Gold,AB - Muy bueno,2023,False,True,1
2024-02-15 14:20:00.765372,Fendi,2968.0,Completed,Standard,CL-452016,VIC (Top 1%),Palma,1.027640690510249,0.6,Baguette 1997,Zucca Canvas,Rouge H,A - Excelente,2019,False,True,5
2024-02-16 14:20:00.765372,Fendi,3244.0,Completed,Standard,CL-422266,VIC (Top 1%),Marbella,1.0292450316413162,0.6,Baguette 1997,Zucca Canvas,Craie,AB - Muy bueno,2024,True,True,0
2024-02-16 14:20:00.765372,Hermès,10900.0,Completed,High_End,CL-527788,Gold (Recurrente),Alcobendas,1.0292450316413162,0.6,Constance 18,Evercolor,Gris Asfalto,N - Nuevo,2023,False,True,1
2024-02-18 14:20:00.765372,Fendi,3525.0,Completed,Standard,CL-883497,Gold (Recurrente),Madrid,0.9872370122380278,0.6,Fendi First Small,Nappa,Gris Asfalto,AB - Muy bueno,2024,True,True,0
2024-02-18 14:20:00.765372,Louis Vuitton,7108.0,Completed,Standard,CL-206903,VIC (Top 1%),Palma,0.9872370122380278,0.6,Capucines BB,Taurillon,Craie,A - Excelente,2025,False,True,0
2024-02-18 14:20:00.765372,Fendi,5009.0,Completed,Standard,CL-463065,VIC (Top 1%),Palma,0.9872370122380278,0.6,Peekaboo ISeeU Small,Selleria,Verde,A - Excelente,2023,False,True,1
2024-02-18 14:20:00.765372,Prada,2059.0,Completed,Standard,CL-565868,Gold (Recurrente),Barcelona,0.9872370122380278,0.6,Re-Edition 2005,Re-Nylon,Rouge H,A - Excelente,2024,True,True,0
2024-02-19 14:20:00.765372,Gucci,2534.0,Completed,Standard,CL-301180,VIC (Top 1%),Alcobendas,0.9924692939484896,0.6,Dionysus Small,GG Supreme,Rouge H,AB - Muy bueno,2025,True,True,0
2024-02-19 14:20:00.765372,Fendi,5275.0,Completed,Standard,CL-478825,VIC (Top 1%),Palma,0.9924692939484896,0.6,Peekaboo ISeeU Small,Selleria,Verde,A - Excelente,2020,True,False,4
2024-02-19 14:20:00.765372,Gucci,2093.0,Completed,Standard,CL-625915,VIC (Top 1%),Marbella,0.9924692939484896,0.6,Marmont Matelassé Small,Leather,Rouge H,AB - Muy bueno,2025,False,False,0
2024-02-19 14:20:00.765372,Fendi,4479.0,Completed,Standard,CL-764894,VIC (Top 1%),Palma,0.9924692939484896,0.6,Peekaboo ISeeU Small,Selleria,Verde,A - Excelente,2020,True,False,4
2024-02-22 14:20:00.765372,Hermès,10719.0,Completed,High_End,CL-806288,Gold (Recurrente),Marbella,1.0470462909977634,0.6,Constance 18,Evercolor,Beige Trench,A - Excelente,2022,True,True,2
2024-02-24 14:20:00.765372,Fendi,4376.0,Completed,Standard,CL-740657,VIC (Top 1%),Palma,1.027797123345095,0.6,Fendi First Small,Nappa,Verde,N - Nuevo,2025,False,True,0
2024-02-26 14:20:00.765372,Louis Vuitton,6126.0,Completed,Standard,CL-241142,VIC (Top 1%),Marbella,1.0302904230987768,0.6,Capucines BB,Taurillon,Verde,A - Excelente,2022,True,False,2
2024-02-27 14:20:00.765372,Louis Vuitton,1962.0,Completed,Standard,CL-715949,Gold (Recurrente),Barcelona,1.0610897593034692,0.6,Neverfull MM,Monogram,Gold,AB - Muy bueno,2021,False,False,3
2024-02-28 14:20:00.765372,Prada,3005.0,Completed,Standard,CL-307464,Gold (Recurrente),Barcelona,1.0236333854353172,0.6,Cleo Brushed,Spazzolato,Rouge H,A - Excelente,2021,True,False,3
2024-02-28 14:20:00.765372,Fendi,4449.0,Completed,Standard,CL-902551,VIC (Top 1%),Marbella,1.0236333854353172,0.6,Fendi First Small,Nappa,Gris Asfalto,N - Nuevo,2022,False,False,2
2024-02-28 14:20:00.765372,Louis Vuitton,1844.0,Completed,Standard,CL-834812,VIP Platinum (Alto Valor),Marbella,1.0236333854353172,0.6,Alma BB,Epi Leather,Etoupe,A - Excelente,2018,True,False,6
2024-02-28 14:20:00.765372,Gucci,2848.0,Completed,Standard,CL-273435,VIC (Top 1%),Marbella,1.0236333854353172,0.6,Horsebit 1955,GG Supreme,Etoupe,AB - Muy bueno,2021,False,False,3
2024-02-29 14:20:00.765372,Gucci,2700.0,Completed,Standard,CL-136372,VIC (Top 1%),Marbella,1.066731405731122,0.6,Horsebit 1955,GG Supreme,Beige Trench,AB - Muy bueno,2025,False,False,0
2024-02-29 14:20:00.765372,Gucci,3768.0,Completed,Standard,CL-159583,VIC (Top 1%),Marbella,1.066731405731122,0.6,Jackie 1961 Small,GG Supreme,Beige Trench,N - Nuevo,2019,False,False,5
2024-03-01 14:20:00.765372,Louis Vuitton,7108.0,Completed,Standard,CL-321968,VIC (Top 1%),Marbella,1.0584899014389235,0.6,Capucines BB,Taurillon,Craie,A - Excelente,2025,False,True,0
2024-03-02 14:20:00.765372,Celine,2151.0,Completed,Standard,CL-603468,Gold (Recurrente),Oleiros,1.015891887659229,0.6,Belt Bag Nano,Grained Calf,Azul Marino,AB - Muy bueno,2020,False,True,4
2024-03-02 14:20:00.765372,Fendi,6454.0,Completed,Standard,CL-369261,VIC (Top 1%),Palma,1.015891887659229,0.6,Peekaboo ISeeU Small,Selleria,Craie,A - Excelente,2019,True,True,5
2024-03-03 14:20:00.765372,Louis Vuitton,2611.0,Completed,Standard,CL-975360,VIC (Top 1%),Palma,1.0433721484766338,0.6,Pochette Métis,Monogram Reverse,Beige Trench,A - Excelente,2023,False,True,1
2024-03-03 14:20:00.765372,Gucci,2353.0,Completed,Standard,CL-990521,VIC (Top 1%),Marbella,1.0433721484766338,0.6,Marmont Matelassé Small,Leather,Gold,A - Excelente,2024,True,True,0
2024-03-03 14:20:00.765372,Louis Vuitton,3081.0,Completed,Standard,CL-302591,VIC (Top 1%),Marbella,1.0433721484766338,0.6,Multi Pochette Accessoires,Monogram,Etoupe,N - Nuevo,2022,False,False,2
2024-03-03 14:20:00.765372,Prada,2462.0,Completed,Standard,CL-132213,VIC (Top 1%),Palma,1.0433721484766338,0.6,Cleo Brushed,Spazzolato,Azul Marino,AB - Muy bueno,2022,False,True,2
2024-03-05 14:20:00.765372,Fendi,2394.0,Completed,Standard,CL-646624,VIC (Top 1%),Palma,1.042671640846207,0.6,Baguette 1997,Zucca Canvas,Craie,AB - Muy bueno,2025,True,True,0
2024-03-05 14:20:00.765372,Louis Vuitton,3724.0,Completed,Standard,CL-135432,VIC (Top 1%),Marbella,1.042671640846207,0.6,Pochette Métis,Monogram Reverse,Craie,N - Nuevo,2021,True,True,3
2024-03-06 14:20:00.765372,Celine,2151.0,Completed,Standard,CL-555433,VIC (Top 1%),Marbella,1.0517297969010813,0.6,Ava Bag,Triomphe Canvas,Gold,N - Nuevo,2025,False,False,0
2024-03-06 14:20:00.765372,Chanel,6767.0,Completed,High_End,CL-877277,VIC (Top 1%),Marbella,1.0517297969010813,0.6,Boy Bag Old Medium,Calfskin,Azul Marino,A - Excelente,2022,True,True,2
2024-03-06 14:20:00.765372,Fendi,3111.0,Completed,Standard,CL-211886,VIP Platinum (Alto Valor),Alcobendas,1.0517297969010813,0.6,Baguette 1997,Zucca Canvas,Beige Trench,A - Excelente,2022,False,False,2
2024-03-07 14:20:00.765372,Louis Vuitton,5384.0,Completed,Standard,CL-170942,VIC (Top 1%),Palma,1.043099475393165,0.6,Capucines BB,Taurillon,Craie,A - Excelente,2025,False,False,0
2024-03-08 14:20:00.765372,Fendi,3343.0,Completed,Standard,CL-412338,VIC (Top 1%),Palma,1.0463956777100991,0.6408655500673397,Baguette 1997,Zucca Canvas,Rouge H,A - Excelente,2019,False,True,5
2024-03-08 14:20:00.765372,Fendi,3922.0,Completed,Standard,CL-380609,Gold (Recurrente),Madrid,1.0463956777100991,0.6408655500673397,Fendi First Small,Nappa,Verde,A - Excelente,2022,False,False,2
2024-03-08 14:20:00.765372,Fendi,2336.0,Completed,Standard,CL-545226,VIC (Top 1%),Marbella,1.0463956777100991,0.6408655500673397,Fendi First Small,Nappa,Gold,B - Buen estado,2020,True,False,4
2024-03-09 14:20:00.765372,Hermès,3120.0,Completed,High_End,CL-223019,VIC (Top 1%),Palma,1.0550402699088428,0.6437917681627164,Evelyne III PM,Clemence,Craie,AB - Muy bueno,2023,False,True,1
2024-03-10 14:20:00.765372,Gucci,2777.0,Completed,Standard,CL-896833,VIC (Top 1%),Marbella,1.0266848478501942,0.7458826330887305,Dionysus Small,GG Supreme,Rouge H,AB - Muy bueno,2025,True,True,0
2024-03-10 14:20:00.765372,Celine,2169.0,Completed,Standard,CL-239742,VIC (Top 1%),Palma,1.0266848478501942,0.7458826330887305,Belt Bag Nano,Grained Calf,Rouge H,AB - Muy bueno,2024,False,True,0
2024-03-10 14:20:00.765372,Louis Vuitton,2544.0,Completed,Standard,CL-285174,VIC (Top 1%),Palma,1.0266848478501942,0.7458826330887305,Pochette Métis,Monogram Reverse,Beige Trench,AB - Muy bueno,2021,False,True,3
2024-03-10 14:20:00.765372,Fendi,3525.0,Completed,Standard,CL-637501,Gold (Recurrente),Valencia,1.0266848478501942,0.7458826330887305,Fendi First Small,Nappa,Gris Asfalto,AB - Muy bueno,2024,True,True,0
2024-03-11 14:20:00.765372,Prada,2061.0,Completed,Standard,CL-993469,VIC (Top 1%),Palma,1.0314821702891075,0.7129480352778128,Cleo Brushed,Spazzolato,Verde,B - Buen estado,2018,True,False,6
2024-03-11 14:20:00.765372,Louis Vuitton,1617.0,Completed,Standard,CL-893803,VIC (Top 1%),Marbella,1.0314821702891075,0.7129480352778128,Alma BB,Epi Leather,Gris Asfalto,A - Excelente,2025,False,True,0
2024-03-12 14:20:00.765372,Louis Vuitton,2116.0,Completed,Standard,CL-342465,VIC (Top 1%),Palma,1.0369681389824497,0.642319289413082,Multi Pochette Accessoires,Monogram,Gold,B - Buen estado,2025,False,True,0
2024-03-12 14:20:00.765372,Celine,1954.0,Completed,Standard,CL-267770,Gold (Recurrente),Madrid,1.0369681389824497,0.642319289413082,Belt Bag Nano,Grained Calf,Gris Asfalto,A - Excelente,2024,True,False,0
2024-03-13 14:20:00.765372,Hermès,3043.0,Completed,High_End,CL-276613,Gold (Recurrente),Barcelona,1.0560716397365189,0.7151446032256479,Evelyne III PM,Clemence,Craie,AB - Muy bueno,2023,False,True,1
2024-03-13 14:20:00.765372,Fendi,3142.0,Completed,Standard,CL-878493,VIC (Top 1%),Marbella,1.0560716397365189,0.7151446032256479,Baguette 1997,Zucca Canvas,Verde,A - Excelente,2021,False,True,3
2024-03-14 14:20:00.765372,Prada,3374.0,Completed,Standard,CL-898735,Gold (Recurrente),Oleiros,1.0197524632069828,0.8030060645953746,Cleo Brushed,Spazzolato,Negro,A - Excelente,2025,False,False,0
2024-03-15 14:20:00.765372,Louis Vuitton,3152.0,Completed,Standard,CL-136274,VIC (Top 1%),Palma,1.0501808406993105,0.754451015799325,Onthego GM,Giant Monogram,Rouge H,AB - Muy bueno,2025,True,True,0
2024-03-15 14:20:00.765372,Louis Vuitton,6280.0,Completed,Standard,CL-606475,VIC (Top 1%),Palma,1.0501808406993105,0.754451015799325,Capucines BB,Taurillon,Craie,A - Excelente,2018,False,False,6
2024-03-16 14:20:00.765372,Chanel,7242.0,Completed,High_End,CL-886603,VIC (Top 1%),Palma,1.0828527632245262,0.7659735355228506,Chanel 19 Large,Goatskin,Gold,A - Excelente,2021,False,False,3
2024-03-17 14:20:00.765372,Louis Vuitton,1815.0,Completed,Standard,CL-870671,VIC (Top 1%),Marbella,1.0460305708711248,0.766950214529631,Alma BB,Epi Leather,Verde,AB - Muy bueno,2018,False,True,6
2024-03-17 14:20:00.765372,Dior,5165.0,Completed,High_End,CL-419409,VIC (Top 1%),Marbella,1.0460305708711248,0.766950214529631,Lady Dior ABC (Small),Lambskin,Gris Asfalto,A - Excelente,2024,False,True,0
2024-03-17 14:20:00.765372,Louis Vuitton,3152.0,Completed,Standard,CL-232887,Gold (Recurrente),Ourense,1.0460305708711248,0.766950214529631,Onthego GM,Giant Monogram,Negro,A - Excelente,2023,True,False,1
2024-03-17 14:20:00.765372,Hermès,3339.0,Completed,High_End,CL-773892,VIC (Top 1%),Palma,1.0460305708711248,0.766950214529631,Picotin Lock 18,Clemence,Gold,AB - Muy bueno,2021,False,True,3
2024-03-17 14:20:00.765372,Louis Vuitton,3698.0,Completed,Standard,CL-565868,Gold (Recurrente),Barcelona,1.0460305708711248,0.766950214529631,Onthego GM,Giant Monogram,Rouge H,AB - Muy bueno,2025,True,True,0
2024-03-19 14:20:00.765372,Fendi,3922.0,Completed,Standard,CL-278780,VIC (Top 1%),Marbella,1.0745059761128155,0.7215622003306847,Fendi First Small,Nappa,Gris Asfalto,AB - Muy bueno,2024,True,True,0
2024-03-19 14:20:00.765372,Louis Vuitton,2116.0,Completed,Standard,CL-374359,Gold (Recurrente),Valencia,1.0745059761128155,0.7215622003306847,Multi Pochette Accessoires,Monogram,Azul Marino,AB - Muy bueno,2025,False,False,0
2024-03-20 14:20:00.765372,Louis Vuitton,5578.0,Completed,Standard,CL-635485,VIC (Top 1%),Palma,1.0456770116401362,0.7422711070679457,Capucines BB,Taurillon,Gold,A - Excelente,2021,True,False,3
2024-03-20 14:20:00.765372,Louis Vuitton,1807.0,Completed,Standard,CL-267017,VIC (Top 1%),Marbella,1.0456770116401362,0.7422711070679457,Alma BB,Epi Leather,Azul Marino,A - Excelente,2024,False,True,0
2024-03-22 14:20:00.765372,Louis Vuitton,5604.0,Completed,Standard,CL-686129,VIC (Top 1%),Marbella,1.0408758970762269,0.6604779201602007,Capucines BB,Taurillon,Verde,A - Excelente,2022,True,False,2
2024-03-22 14:20:00.765372,Fendi,5606.0,Completed,Standard,CL-987869,VIC (Top 1%),Marbella,1.0408758970762269,0.6604779201602007,Peekaboo ISeeU Small,Selleria,Verde,A - Excelente,2020,True,False,4
2024-03-23 14:20:00.765372,Hermès,3467.0,Completed,High_End,CL-285174,VIC (Top 1%),Palma,1.0529989388716177,0.7302484641958293,Evelyne III PM,Clemence,Etoupe,AB - Muy bueno,2024,True,False,0
2024-03-23 14:20:00.765372,Gucci,3323.0,Completed,Standard,CL-596969,VIC (Top 1%),Palma,1.0529989388716177,0.7302484641958293,Jackie 1961 Small,GG Supreme,Azul Marino,A - Excelente,2024,False,False,0
2024-03-23 14:20:00.765372,Celine,3895.0,Completed,Standard,CL-657006,VIC (Top 1%),Palma,1.0529989388716177,0.7302484641958293,Triomphe Classique,Shiny Calf,Gold,A - Excelente,2019,False,True,5
2024-03-23 14:20:00.765372,Louis Vuitton,5612.0,Completed,Standard,CL-901039,VIC (Top 1%),Palma,1.0529989388716177,0.7302484641958293,Capucines BB,Taurillon,Craie,A - Excelente,2025,False,True,0
2024-03-23 14:20:00.765372,Louis Vuitton,6310.0,Completed,Standard,CL-627419,VIC (Top 1%),Palma,1.0529989388716177,0.7302484641958293,Capucines BB,Taurillon,Gris Asfalto,A - Excelente,2021,True,True,3
2024-03-24 14:20:00.765372,Fendi,7857.0,Completed,Standard,CL-836295,VIC (Top 1%),Marbella,1.0847930252789797,0.8248513328663792,Peekaboo ISeeU Small,Selleria,Etoupe,N - Nuevo,2018,True,True,6
2024-03-25 14:20:00.765372,Celine,2091.0,Completed,Standard,CL-420839,Gold (Recurrente),Barcelona,1.073314117076397,0.8149681163941692,Luggage Nano,Drummed Calf,Gold,A - Excelente,2023,True,True,1
2024-03-25 14:20:00.765372,Gucci,3332.0,Completed,Standard,CL-995318,VIC (Top 1%),Palma,1.073314117076397,0.8149681163941692,Dionysus Small,GG Supreme,Beige Trench,N - Nuevo,2023,False,False,1
2024-03-25 14:20:00.765372,Hermès,10072.0,Completed,High_End,CL-582596,VIC (Top 1%),Marbella,1.073314117076397,0.8149681163941692,Constance 18,Evercolor,Azul Marino,N - Nuevo,2018,True,False,6
2024-03-25 14:20:00.765372,Louis Vuitton,1769.0,Completed,Standard,CL-387725,Gold (Recurrente),Oviedo,1.073314117076397,0.8149681163941692,Alma BB,Epi Leather,Verde,AB - Muy bueno,2018,False,True,6
2024-03-26 14:20:00.765372,Fendi,2968.0,Completed,Standard,CL-839725,VIC (Top 1%),Marbella,1.029776125562572,0.9099172615244256,Baguette 1997,Zucca Canvas,Gris Asfalto,A - Excelente,2018,False,False,6
2024-03-26 14:20:00.765372,Fendi,4449.0,Completed,Standard,CL-953879,VIC (Top 1%),Marbella,1.029776125562572,0.9099172615244256,Fendi First Small,Nappa,Azul Marino,N - Nuevo,2022,False,False,2
2024-03-26 14:20:00.765372,Gucci,2645.0,Completed,Standard,CL-364761,Gold (Recurrente),Altea,1.029776125562572,0.9099172615244256,Marmont Matelassé Small,Leather,Craie,AB - Muy bueno,2021,False,True,3
2024-03-27 14:20:00.765372,Celine,3380.0,Completed,Standard,CL-545716,VIC (Top 1%),Marbella,1.084556305640191,0.9163276792433908,Triomphe Classique,Shiny Calf,Verde,B - Buen estado,2018,False,True,6
2024-03-28 14:20:00.765372,Louis Vuitton,5381.0,Completed,Standard,CL-686417,Gold (Recurrente),Madrid,1.022971537768543,0.9899787164675712,Capucines BB,Taurillon,Verde,A - Excelente,2024,False,False,0
